2G Site ID,Region,Latitude,Longitude,Final DG,Guarded/Unguarded
6559,South I,24.93606,67.00042,Non DG,Un Guarded
8105,North I,33.70653,73.0374,DG,Un Guarded
2029,North I,33.6676,72.99789,DG,Guarded
CI-1479,Central I,31.44769,74.31515,Non DG,Un Guarded
8031,North I,33.61475,73.01071,DG,Guarded
3414,Central I,32.49053,74.56328,DG,Guarded
3559,Central I,31.13247,74.45125,Non DG,Un Guarded
4444,Central III,30.46885,70.96838,DG,Un Guarded
N-3362,North II,33.89934,71.80356,Non DG,Un Guarded
S-4517,South I,24.98056,67.03209,Non DG,Un Guarded
N-5100,North I,33.567458,72.842247,Non DG,Un Guarded
S-4174,South I,24.9205,67.14731,Non DG,Un Guarded
S-4480,South I,24.891688,67.297604,Non DG,Un Guarded
N-3424,North I,34.20209,73.23915,Non DG,Un Guarded
CII-2175,Central III,30.234148,70.677385,Non DG,Un Guarded
CII-2217,Central II,32.60196,71.54286,Non DG,Un Guarded
S-4519,South I,24.91847,67.04307,Non DG,Un Guarded
N-5680,North I,32.92137,72.85301,Non DG,Un Guarded
N-5498,North I,33.63725,73.05137,Non DG,Un Guarded
S-4526,South I,25.03677,67.07193,Non DG,Un Guarded
2602,North I,33.10475,72.6208888888888,DG,Guarded
S-4541,South I,24.92788,67.00387,Non DG,Un Guarded
S-7016,South III,30.2131,66.98676,Non DG,Un Guarded
9051,South I,24.82118,67.12347,DG,Guarded
9151,South I,24.940259,66.93658,Non DG,Un Guarded
S-3594,South III,30.02441,69.21366,DG,Guarded
6570,South I,24.77882,67.07352,Non DG,Un Guarded
9032,South I,24.8597,67.0278,DG,Guarded
S-4423,South I,24.931536,67.03556,Non DG,Un Guarded
S-4497,South I,24.82253,67.11927,Non DG,Un Guarded
9635,South I,24.85838,67.01408,Non DG,Un Guarded
CI-1180,Central I,32.52594,74.49956,Non DG,Un Guarded
S-4411,South III,25.1259,62.32092,Non DG,Un Guarded
CI-1137,Central I,31.54371,74.32026,Non DG,Un Guarded
N-4510,North II,33.03416,70.83786,DG,Guarded
2142,North II,34.00549,71.56619,DG,Un Guarded
S-4512,South I,24.94709,67.0378,Non DG,Un Guarded
CII-2241,Central II,31.85953,70.85641,Non DG,Un Guarded
HMPKBSC02,South II,25.5124236,69.0096543,DG,Un Guarded
N-4823,North I,33.998657,72.92672,Non DG,Un Guarded
6004,South I,24.886814,67.157068,Non DG,Un Guarded
N-3249,North I,33.93631,72.89068,Non DG,Un Guarded
8392,North I,32.84915,72.65344,Non DG,Un Guarded
N-3055,North I,33.68557,73.01612,Non DG,Un Guarded
CII-2240,Central II,31.85582,70.894114,Non DG,Un Guarded
CII-2428,Central II,32.14854,71.26168,Non DG,Un Guarded
6823,Central III,30.19311,71.47293,Non DG,Un Guarded
3910,Central I,32.12429,74.2107,DG,Guarded
N-4166,North II,33.4539,71.2884,DG,Guarded
N-3426,North II,34.01048,71.49372,Non DG,Un Guarded
N-3101,North I,33.64058,73.18124,Non DG,Un Guarded
CI-1239,Central I,32.49676,74.56963,Non DG,Un Guarded
9167,South I,24.82812,67.01978,DG,Guarded
S-7023,South III,30.18133,66.95586,Non DG,Un Guarded
7178,Central I,31.5968342,74.4924403,Non DG,Un Guarded
2154,North II,34.05698,71.54038,DG,Guarded
S-4389,South I,25.00039,67.30732,Non DG,Un Guarded
S-4474,South I,24.82316,67.23562,Non DG,Un Guarded
7259,Central I,31.52245,74.31301,Non DG,Un Guarded
CI-1206,Central I,32.47528,74.57667,Non DG,Un Guarded
S-4458,South I,24.856787,67.28567,Non DG,Un Guarded
N-3431,North I,33.68113,73.2225,Non DG,Un Guarded
7531,Central I,31.58263,74.31556,Non DG,Un Guarded
9117,South I,24.91088,67.03615,DG,Guarded
S-7913,South I,24.95379,67.160298,Non DG,Un Guarded
PTCL Tando Allahyar,South II,25.46619,68.72406,Non DG,Un Guarded
2340,North II,34.77598,72.36751,Non DG,Guarded
S-4530,South I,24.93769,67.02163,Non DG,Un Guarded
CI-1288,Central I,31.59491,74.33256,DG,Un Guarded
S-4438,South II,25.36387,69.75868,Non DG,Un Guarded
4170,Central III,29.8798,71.29765,DG,Guarded
6825,Central III,30.19202,71.47836,Non DG,Un Guarded
1792,South I,24.46043,67.583,DG,Guarded
S-3535,South III,29.71004,69.39033,DG,Guarded
S-4574,South III,30.15058,67.01703,Non DG,Un Guarded
8925,North I,33.8733,73.85426,Non DG,Un Guarded
N-5758,North I,33.6289,73.03304,Non DG,Un Guarded
7094,Central I,31.60241,74.37842,Non DG,Un Guarded
7172,Central I,31.14851,73.91969,DG,Guarded
8783,North I,33.57565,73.82251,DG,Guarded
2510,North I,33.30196,73.26501,DG,Guarded
N-4209,North II,33.83125,71.59306,DG,Guarded
4437,Central III,30.49378,72.30934,Non DG,Un Guarded
1983,South III,30.21822,66.98533,Non DG,Guarded
4798,Central II,30.78789,72.89319,DG,Guarded
3729,Central I,31.88267,74.40343,DG,Guarded
6768,South II,25.39245,68.36489,Non DG,Un Guarded
6621,North II,32.8804,70.65243,DG,Guarded
4365,Central II,32.46041,71.4843,DG,Un Guarded
2868,North I,34.38175,73.3508,DG,Guarded
5426,Central III,28.38107,70.17571,Non DG,Un Guarded
3222,Central I,31.58185,74.31788,Non DG,Un Guarded
1123,South II,25.39391,68.3903,DG,Guarded
1100,South II,25.413,68.261833333,Non DG,Un Guarded
CI-1416,Central I,31.55199,74.31455,Non DG,Un Guarded
N-4213,North II,34.07769,71.45162,DG,Guarded
S-3741,South III,28.0376,66.6398,DG,Guarded
9815,South II,25.35955,68.36449,Non DG,Un Guarded
S-3168,South II,25.35274,68.26043,Non DG,Un Guarded
7221,Central I,31.55613,74.39767,Non DG,Guarded
7561,Central I,31.11959,74.44809,Non DG,Un Guarded
8123,North I,33.7324,73.13105,DG,Un Guarded
3836,Central I,30.8217,73.92633,DG,Un Guarded
1058,South I,24.919055556,67.083333333,DG,Guarded
3521,Central I,31.01723,73.85734,DG,Guarded
6910,Central II,32.52358,72.13643,DG,Un Guarded
6193,South I,24.91118,67.12246,Non DG,Un Guarded
HSKTBSC03,Central I,32.5194009,74.5404915,DG,Un Guarded
S-3823,South III,30.86867,67.82145,Non DG,Guarded
S-4075,South III,26.04946,63.21899,DG,Un Guarded
6011,South I,24.85918,66.99307,Non DG,Un Guarded
HMLTBSC01,Central III,30.2239579,71.477732,Non DG,Un Guarded
HMLTBSC02,Central III,30.2239579,71.477732,Non DG,Un Guarded
1359,South III,29.96371,66.74407,DG,Guarded
4288,Central III,29.88976,70.6564,DG,Guarded
N-4347,North II,33.893756,71.954685,Non DG,Un Guarded
N-5723,North II,32.753264,69.878762,Non DG,Un Guarded
S-7890,South III,25.21654,64.62357,Non DG,Un Guarded
S-7902,South I,24.98541,67.03209,Non DG,Un Guarded
N-5096,North II,34.02683,71.49058,Non DG,Un Guarded
S-7915,South II,27.57705,68.20435,Non DG,Un Guarded
S-7888,South II,27.71042,68.81851,Non DG,Un Guarded
S-7944,South III,31.33952,69.44245,Non DG,Un Guarded
N-4419,North II,33.05671,70.99612,DG,Guarded
CII-2461,Central III,30.15528,71.49602,Non DG,Un Guarded
CI-1034,Central I,32.43867,74.48475,Non DG,Un Guarded
2161,North II,33.98734,71.42427,DG,Guarded
5227,Central III,29.78172,73.10839,DG,Guarded
3492,Central I,32.18339,74.7651,DG,Guarded
CI-1198,Central I,32.1228,74.20535,Non DG,Un Guarded
9420,South I,24.87806,67.01919,Non DG,Un Guarded
2462,North II,34.10107,71.4237,DG,Guarded
4797,Central II,30.84301,72.71455,DG,Guarded
1981,South III,29.91362,69.31264,DG,Guarded
3675,Central I,32.63645,73.72075,Non DG,Un Guarded
N-5316,North II,33.979595,71.50038,Non DG,Un Guarded
S-3287,South I,24.95256,67.2454,Non DG,Un Guarded
N-5325,North II,33.919,71.44149,Non DG,Un Guarded
CII-2021,Central III,30.20956,71.53342,Non DG,Un Guarded
N-5939,North II,33.02445,70.70963,Non DG,Un Guarded
S-7943,South III,31.33893,69.45312,Non DG,Un Guarded
1662,South III,30.37234,68.59602,DG,Guarded
N-5321,North II,33.92758,71.55493,Non DG,Un Guarded
S-7160,South III,30.15701,66.97152,Non DG,Un Guarded
N-5481,North II,33.97126,71.39165,Non DG,Un Guarded
9581,South I,24.81814,67.04006,Non DG,Un Guarded
1753,South II,24.65053,68.5312,Non DG,Un Guarded
8125,North I,33.52193,73.14836,DG,Guarded
5527,Central III,28.48133,70.22166,DG,Guarded
8163,North I,33.5999,72.99543,Non DG,Guarded
CII-2027,Central II,31.7799,70.8802,Non DG,Un Guarded
2315,North II,33.53422,71.56329,DG,Guarded
2476,North II,33.54555,71.08785,DG,Guarded
1419,South III,30.24635,66.89383,DG,Guarded
6905,South II,27.54002,68.19919,DG,Guarded
S-7927,South II,26.06376,68.99567,Non DG,Un Guarded
N-5322,North II,33.87225,71.36763,Non DG,Un Guarded
N-5283,North I,33.60515,73.19643,Non DG,Un Guarded
2249,North II,32.96046,70.55186,Non DG,Un Guarded
2654,North I,33.67636,73.1838,Non DG,Un Guarded
CII-2984,Central III,30.732181,70.6456,Non DG,Un Guarded
S-7881,South I,24.93731,67.09211,Non DG,Un Guarded
N-4171,North I,34.138555,73.225049,Non DG,Un Guarded
N-5320,North II,33.91889,71.37326,Non DG,Un Guarded
S-3306,South I,24.96477,67.15626,Non DG,Un Guarded
4274,Central III,30.55214,72.12183,DG,Guarded
4490,Central III,30.96596,70.94406,DG,Guarded
2677,North II,34.8063,71.8073,DG,Guarded
S-3994,South I,25.06199,67.32161,Non DG,Un Guarded
S-7935,South III,30.25089,67.01266,Non DG,Un Guarded
N-5136,North I,33.59786,73.15492,Non DG,Un Guarded
1683,South II,27.54055,68.20527,DG,Guarded
8633,North II,34.34284,72.00595,Non DG,Un Guarded
N-4567,North I,32.9055,73.6198,Non DG,Un Guarded
5483,Central III,29.71719,70.60714,DG,Guarded
N-5999,North II,32.99048,70.5063,Non DG,Un Guarded
3797,Central I,32.1452,74.99657,Non DG,Un Guarded
S-7304,South I,24.96491,67.06281,Non DG,Un Guarded
N-5218,North I,33.64728,72.87883,Non DG,Un Guarded
N-5250,North I,33.53545,73.18522,Non DG,Un Guarded
2555,North II,32.99956,70.68756,Non DG,Un Guarded
S-3280,South I,24.95674,67.16729,Non DG,Un Guarded
N-5378,North II,33.99008,71.5426,Non DG,Un Guarded
N-5387,North II,34.02984,71.56161,Non DG,Un Guarded
N-4651,North II,33.8342,70.14803,Non DG,Un Guarded
N-4821,North II,34.4874,71.92352,Non DG,Un Guarded
N-4535,North I,33.2673,73.3016,Non DG,Un Guarded
1821,South III,30.27271,68.29879,DG,Guarded
S-3344,South III,30.67457,67.0973,DG,Guarded
N-5519,North II,34.04237,71.60078,Non DG,Un Guarded
S-3659,South III,28.1807,66.05547,DG,Guarded
7315,Central I,31.43507,74.31741,Non DG,Un Guarded
S-7410,South III,30.16984,66.95437,Non DG,Un Guarded
S-3157,South III,30.93335,66.49155,Non DG,Un Guarded
S-7167,South III,30.21426,67.03371,Non DG,Un Guarded
N-5157,North II,34.01116,71.61637,Non DG,Un Guarded
N-4247,North II,33.984395,72.10403,Non DG,Un Guarded
N-5534,North II,33.96668,71.51935,DG,Un Guarded
N-5409,North II,33.9532,71.45618,Non DG,Un Guarded
S-7827,South III,28.55764,66.31679,Non DG,Un Guarded
7627,Central I,31.33166,74.29066,Non DG,Un Guarded
S-7384,South I,24.8607,67.2118,Non DG,Un Guarded
N-5012,North II,34.7144514,71.9709155,Non DG,Un Guarded
CI-1143,Central I,32.48035,74.54455,Non DG,Un Guarded
8065,North I,33.6832,73.05871,DG,Guarded
CI-1096,Central I,32.49493,74.50548,Non DG,Un Guarded
2333,North II,32.62529,70.7683,DG,Guarded
3G-N-1662,North I,34.1727,73.2268,Non DG,Un Guarded
3701,Central I,31.98553,74.22132,DG,Un Guarded
S-7851,South III,26.18084,66.39047,DG,Guarded
S-7852,South III,25.87148,66.48371,DG,Guarded
S-7870,South III,26.00647,66.39555,DG,Guarded
S-7858,South I,25.1236,66.9633,DG,Guarded
9427,South I,24.85489,67.00041,Non DG,Guarded
S-7469,South I,24.88031,67.09805,Non DG,Un Guarded
N-5238,North I,32.937936,73.7033,Non DG,Un Guarded
CI-1114,Central I,31.37008,74.18805,Non DG,Guarded
N-5671,North I,32.92336,73.78478,Non DG,Un Guarded
CI-1127,Central I,31.3511,74.17277,Non DG,Guarded
3623,Central I,32.8001,73.87479,DG,Guarded
9555,South I,24.79365,67.05224,Non DG,Un Guarded
N-5199,North I,33.51067,73.04544,Non DG,Un Guarded
S-3985,South I,24.85064,67.07485,DG,Un Guarded
3239,Central I,31.58099,74.31194,Non DG,Un Guarded
N-5274,North I,33.55456,73.02459,Non DG,Un Guarded
S-7242,South III,30.16687,67.02102,Non DG,Un Guarded
S-3378,South III,30.236,66.96114,Non DG,Un Guarded
S-7225,South III,30.16017,66.98869,Non DG,Un Guarded
S-7336,South I,24.87004,67.179118,Non DG,Un Guarded
N-5197,North I,33.612,73.1191,Non DG,Un Guarded
1076,South I,24.946833333,67.002472222,Non DG,Un Guarded
9933,South II,25.95558,68.88657,DG,Un Guarded
8923,North I,33.86094,73.69104,DG,Guarded
8389,North I,33.73227,73.08698,Non DG,Un Guarded
8725,North I,33.10146,74.11149,Non DG,Un Guarded
N-4293,North II,33.97549,72.18475,Non DG,Un Guarded
8521,North II,34.00171,71.4118,Non DG,Un Guarded
PTCL KACHA PAKA,North II,33.457768,70.879018,Non DG,Un Guarded
1285,South II,27.08463,68.31293,Non DG,Un Guarded
7700,Central I,32.09102,74.6929,Non DG,Un Guarded
8014,North I,33.60816,73.06464,DG,Guarded
2000,North I,33.66141,73.04965,DG,Un Guarded
3906,Central I,32.14616,74.21616,DG,Un Guarded
6409,South I,24.93641,66.98072,Non DG,Un Guarded
7344,Central I,32.43947,74.12327,DG,Guarded
N-5643,North II,34.01829,71.05442,Non DG,Un Guarded
N-4321,North II,33.53119,71.81827,Non DG,Un Guarded
N-4785,North II,33.87618,71.5022,Non DG,Un Guarded
N-4353,North II,34.050059,72.048729,Non DG,Un Guarded
N-5749,North II,34.22239,71.87622,Non DG,Un Guarded
N-5896,North II,34.07114,72.0392,Non DG,Un Guarded
CII-2846,Central II,31.79679,70.87716,Non DG,Un Guarded
N-4390,North II,33.9361,71.43456,Non DG,Un Guarded
N-4270,North II,34.32343,71.75872,Non DG,Un Guarded
N-4391,North II,34.01628,72.26596,Non DG,Un Guarded
N-4835,North II,34.16463,71.48652,Non DG,Un Guarded
N-4806,North II,33.43544,70.65964,Non DG,Un Guarded
7267,Central I,31.48513,74.25374,Non DG,Un Guarded
2377,North II,34.28045,71.59875,Non DG,Un Guarded
6978,South II,24.73022,69.79515,DG,Guarded
3634,Central I,32.4549,73.94835,DG,Guarded
7284,Central I,31.62768,74.27454,Non DG,Un Guarded
1461,South III,25.15903,62.32897,DG,Guarded
S-4069,South III,25.82555,62.68612,Non DG,Guarded
S-4911,South I,25.084138,67.012151,Non DG,Un Guarded
S-4877,South I,24.89836,67.15192,Non DG,Un Guarded
S-7517,South III,30.29447,68.34328,Non DG,Guarded
S-4123,South III,28.0553,67.4027,Non DG,Guarded
S-7844,South III,26.76537,65.37486,Non DG,Guarded
N-4681,North II,34.08424,71.55193,Non DG,Un Guarded
N-4883,North II,34.14371,71.60212,Non DG,Un Guarded
6239,South I,24.81829,67.17234,Non DG,Un Guarded
4134,Central III,30.21353,71.52245,DG,Guarded
N-4759,North II,32.87136,70.65842,DG,Guarded
9727,South II,27.90166,68.32124,DG,Un Guarded
N-4801,North II,34.0083,71.81241,Non DG,Un Guarded
6222,South I,24.91706,67.14983,DG,Guarded
N-4140,North II,34.2449,71.6334,Non DG,Un Guarded
CII-2101,Central II,30.9656,72.4452,Non DG,Un Guarded
4157,Central III,28.95373,70.88021,DG,Guarded
CII-2016,Central III,30.96829,70.93992,Non DG,Un Guarded
3500,Central I,31.71697,73.97777,DG,Un Guarded
HNWBBSC02,South II,26.2482769,68.4066796,DG,Un Guarded
CII-2568,Central II,30.83155,72.7935,DG,Guarded
3544,Central I,31.71933,74.40771,DG,Guarded
4219,Central II,31.0732,72.9666,Non DG,Un Guarded
2282,North I,32.71706,72.98534,DG,Guarded
1870,South I,24.84933,66.99663,Non DG,Un Guarded
8595,North II,32.56706,70.75331,DG,Un Guarded
N-3893,North II,34.0016,71.3812,DG,Un Guarded
N-4251,North II,34.23027,72.31367,Non DG,Un Guarded
6611,North II,33.01465,70.71602,DG,Guarded
8629,North II,34.21004,71.9486,DG,Guarded
6657,North I,34.1896,73.26111,Non DG,Un Guarded
1857,South III,27.72927,66.63977,DG,Guarded
1867,South III,26.97635,64.10615,DG,Guarded
5264,Central II,30.85713,73.02938,Non DG,Un Guarded
1967,South III,30.84358,66.56857,DG,Guarded
6567,South I,24.91817,67.04842,Non DG,Un Guarded
CII-2103,Central II,31.01438,72.54296,Non DG,Un Guarded
7560,Central I,31.11919,74.44939,Non DG,Un Guarded
MGW Qutta,South III,30.19906,67.00756,DG,Un Guarded
4778,Central II,30.82369,72.7929,DG,Un Guarded
2715,North I,34.126497,73.330157,Non DG,Guarded
1406,South III,30.19039,66.98936,DG,Guarded
3384,Central I,31.43103,74.36184,Non DG,Un Guarded
CII-2117,Central III,29.98952,72.15578,Non DG,Un Guarded
1149,South II,25.400183,68.318794,Non DG,Un Guarded
6590,South I,24.90683,67.07384,Non DG,Un Guarded
7731,Central I,32.29317,74.53372,DG,Guarded
5825,Central II,30.80422,73.45789,Non DG,Un Guarded
7663,Central I,31.57788,74.31498,Non DG,Un Guarded
N-4696,North II,34.93965,72.48826,Non DG,Un Guarded
9494,South I,24.89868,67.19585,DG,Guarded
CI-1630,Central I,31.6142,74.2939,Non DG,Un Guarded
1458,South III,27.78585,66.61682,DG,Guarded
3G-N-1804,North II,33.542296,71.513469,Non DG,Un Guarded
3796,Central I,32.15867,75.02756,DG,Guarded
4652,Central III,29.63576,70.58196,DG,Guarded
5000,Central III,30.20047,71.51788,DG,Guarded
S-3403,South II,27.95004,68.63669,Non DG,Guarded
5783,Central III,30.6528,70.60831,Non DG,Un Guarded
7876,Central I,32.58982,74.49957,DG,Guarded
8527,North II,33.98463,71.485,Non DG,Un Guarded
2925,North I,33.76682,72.35326,Non DG,Un Guarded
9799,South II,27.69837,68.84581,Non DG,Un Guarded
3791,Central I,31.85019,73.58263,DG,Un Guarded
KHI-IuB-S9306-B2,South I,24.88784481,67.16800139,Non DG,Un Guarded
FSB-IuB-S9306-A4,Central II,31.40995,73.10939,Non DG,Un Guarded
QTA-PE-NE40E-X8A-A1,South III,30.19920995,67.00728372,Non DG,Un Guarded
QTA-PE-NE40E-X8A-A2,South III,30.19920995,67.00728372,Non DG,Un Guarded
S-3783,South III,29.00805,62.44998,DG,Guarded
9077,South I,24.80042,67.13742,DG,Guarded
SKR-IUB-S9306-A4,South II,27.711604,68.853495,Non DG,Un Guarded
FSB-IuB-S9306-A3,Central II,31.40995,73.10939,Non DG,Un Guarded
4868,Central III,29.1471,71.2634,Non DG,Un Guarded
KHI-IuB-S9306-B1,South I,24.88784481,67.16800139,Non DG,Un Guarded
SKR-IUB-S9306-A3,South II,27.711604,68.853495,Non DG,Un Guarded
QTA-IUB-S9306-A3,South III,30.19920995,67.00728372,Non DG,Un Guarded
1170,South II,25.81576,68.43211,DG,Guarded
5236,Central III,30.05885,72.75758,Non DG,Un Guarded
QTA-RNC-S9306-A1,South III,30.19920995,67.00728372,Non DG,Un Guarded
FSB-PE-NE40E-X8A-A1,Central II,31.40995,73.10939,Non DG,Un Guarded
N-5706,North II,33.6015,71.41431,Non DG,Un Guarded
N-5444,North II,33.621,71.1698,Non DG,Un Guarded
N-5752,North II,33.5781,71.468749,Non DG,Un Guarded
QTA-RNC-S9306-A2,South III,30.19920995,67.00728372,Non DG,Un Guarded
FSB-PE-NE40E-X8A-A2,Central II,31.40995,73.10939,Non DG,Un Guarded
N-4745,North II,34.017,71.59498,Non DG,Guarded
KHI-RNC-S9303-A1,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
KHI-RNC-S9303-A2,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
N-5764,North II,33.9992,71.9897,Non DG,Un Guarded
N-5663,North II,34.2161,71.203401,Non DG,Un Guarded
N-5398,North II,32.8951,69.74101,Non DG,Un Guarded
N-4075,North II,33.9727,71.5287,Non DG,Un Guarded
N-5661,North II,33.0247,70.9156,Non DG,Un Guarded
N-5443,North II,33.417,71.4063,Non DG,Un Guarded
KHI-IUB-S9306-A4,South I,24.865278,67.064673,Non DG,Un Guarded
3306,Central I,32.18491,74.20732,DG,Guarded
3073,Central I,31.49298,74.37663,DG,Guarded
2720,North I,33.9134,73.38386,DG,Guarded
N-5716,North II,33.9953,71.53702,Non DG,Un Guarded
N-5741,North II,33.6171,71.452204,Non DG,Un Guarded
KHI-IUB-S9306-A3,South I,24.865278,67.064673,Non DG,Un Guarded
N-5787,North II,32.9566,70.597955,Non DG,Un Guarded
N-5439,North II,33.022715,70.526398,Non DG,Un Guarded
N-5455,North II,33.8788,71.4572,Non DG,Un Guarded
N-5662,North II,34.089,71.162,Non DG,Un Guarded
MUL-RNC-S9306-A3,Central III,30.223899,71.477845,Non DG,Un Guarded
1601,South II,26.237919,68.413553,DG,Un Guarded
7080,Central I,31.52204,74.28244,DG,Guarded
S-7388,South III,25.10344,62.37392,DG,Guarded
QTA-IUB-S9306-A4,South III,30.19920995,67.00728372,Non DG,Un Guarded
MUL-RNC-S9306-A4,Central III,30.223899,71.477845,Non DG,Un Guarded
KHI-DC-TOR-CE6881-A2,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
KHI-MW-TOR-CE6881-A2,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
KHI-MW-TOR-CE6881-A1,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
KHI-WL-TOR-CE6863-A2,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
N-3889,North II,33.54307,71.50913,Non DG,Un Guarded
S-7510,South III,30.23036,68.2531,Non DG,Guarded
3580,Central I,31.74397,73.82547,DG,Guarded
KHI-DC-EOR-CE6881-A1,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
S-7364,South III,30.15796,66.97702,Non DG,Un Guarded
KHI-DC-TOR-CE6881-A1,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
S-7371,South III,30.18476,67.0177,Non DG,Un Guarded
KHI-CORE-TOR-CE6863-A2,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
S-7369,South III,30.18355,67.01288,Non DG,Un Guarded
KHI-DC-EOR-CE6881-A2,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
KHI-CORE-TOR-CE6863-A1,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
6264,South I,24.94511,67.0789,Non DG,Un Guarded
KHI-WL-TOR-CE6863-A1,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
1585,South II,28.43722,69.67549,DG,Un Guarded
5168,Central II,32.3851,72.09533,Non DG,Un Guarded
6118,South II,27.67308,68.85557,Non DG,Un Guarded
2701,North I,34.14665,73.21563,DG,Guarded
3341,Central I,32.1013,74.87492,DG,Un Guarded
KHI_RN04_CtrSrvTOR02,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
CII-2678,Central III,30.05075,70.64141,DG,Guarded
8471,North II,34.12659,71.77174,DG,Guarded
KHI_RN03_CtrSrvTOR02,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
KHI_RN01_CtrSrvTOR01,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
KHI_RN02_CtrSrvTOR01,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
KHI_RN02_MgmtStorTOR01,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
KHI_RN01_Equ_MgmtTOR01,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
KHI_RN04_MgmtStorTOR02,South I,24.8652797269,67.0646306679,Non DG,Un Guarded
